'Alī Ābād-e Katūl	'Ali Abad-e Katul	IR	37	Asia/Tehran	36.9101	54.8674	52838	134
's-Gravenzande	's-Gravenzande	NL	11	Europe/Amsterdam	52.0017	4.1653	19190	3
's-Hertogenbosch	's-Hertogenbosch	NL	06	Europe/Amsterdam	51.6992	5.3042	160783	7
'Ākra	'Akra	IQ	15	Asia/Baghdad	36.7336	43.8804	105370	674
'Ārdamatā	'Ardamata	SD	47	Africa/Khartoum	13.4755	22.4853	55637	775
6th of October City	6th of October City	EG	08	Africa/Cairo	29.8167	31.0500	368650	126
A Coruña	A Coruna	ES	58	Europe/Madrid	43.3713	-8.3960	250438	22
A Estrada	A Estrada	ES	58	Europe/Madrid	42.6891	-8.4884	20661	301
A Yun Pa	A Yun Pa	VN	52	Asia/Ho_Chi_Minh	13.4002	108.4350	35058	165
Aabenraa	Aabenraa	DK	21	Europe/Copenhagen	55.0443	9.4174	16401	16
Aachen	Aachen	DE	07	Europe/Berlin	50.7766	6.0834	265208	178
Aalborg	Aalborg	DK	19	Europe/Copenhagen	57.0480	9.9187	142937	10
Aalen	Aalen	DE	01	Europe/Berlin	48.8378	10.0933	67085	433
Aalsmeer	Aalsmeer	NL	07	Europe/Amsterdam	52.2592	4.7597	22991	-4
Aalst	Aalst	BE	VLG	Europe/Brussels	50.9360	4.0355	77534	12
Aalten	Aalten	NL	03	Europe/Amsterdam	51.9250	6.5806	19141	27
Aalter	Aalter	BE	VLG	Europe/Brussels	51.0902	3.4469	18802	17
Aarau	Aarau	CH	AG	Europe/Zurich	47.3925	8.0442	21503	389
Aarschot	Aarschot	BE	VLG	Europe/Brussels	50.9871	4.8369	27656	14
Aarsâl	Aarsal	LB	11	Asia/Beirut	34.1794	36.4208	50000	1407
Aba	Aba	NG	45	Africa/Lagos	5.1066	7.3667	1160000	64
Abadan	Abadan	IR	15	Asia/Tehran	30.3392	48.3043	231476	6
Abadan	Abadan	TM	01	Asia/Ashgabat	38.0541	58.1972	39481	228
Abadeh	Abadeh	IR	07	Asia/Tehran	31.1608	52.6506	59116	2006
Abadia de Goiás	Abadia de Goias	BR	29	America/Sao_Paulo	-16.7572	-49.4375	19128	895
Abaetetuba	Abaetetuba	BR	16	America/Belem	-1.7181	-48.8825	158188	9
Abaeté	Abaete	BR	15	America/Sao_Paulo	-19.1600	-45.4458	22675	639
Abakaliki	Abakaliki	NG	53	Africa/Lagos	6.3248	8.1137	134102	65
Abakan	Abakan	RU	31	Asia/Krasnoyarsk	53.7154	91.4259	184168	248
Abala	Abala	ET	53	Africa/Addis_Ababa	14.2333	37.0000	25300	784
Abalak	Abalak	NE	06	Africa/Niamey	15.4509	6.2793	29561	439
Abancay	Abancay	PE	03	America/Lima	-13.6343	-72.8838	72277	2629
Abano Terme	Abano Terme	IT	20	Europe/Rome	45.3575	11.7873	18224	12
Abarkūh	Abarkuh	IR	40	Asia/Tehran	31.1289	53.2824	27524	1508
Abaré	Abare	BR	05	America/Bahia	-8.7203	-39.1139	20347	316
Abashiri	Abashiri	JP	12	Asia/Tokyo	44.0213	144.2697	35759	4
Abasolo	Abasolo	MX	11	America/Mexico_City	20.4503	-101.5301	27389	1712
Abay	Abay	KZ	10	Asia/Almaty	41.3468	68.9504	24047	346
Abay	Abay	KZ	12	Asia/Almaty	49.6354	72.8652	35454	500
Abaza	Abaza	RU	31	Asia/Krasnoyarsk	52.6530	90.0945	18094	450
Abba	Abba	CF	09	Africa/Bangui	5.3335	15.1520	20043	728
Abbeville	Abbeville	FR	32	Europe/Paris	50.1052	1.8355	26461	10
Abbey Wood	Abbey Wood	GB	ENG	Europe/London	51.4869	0.1075	17700	9
Abbiategrasso	Abbiategrasso	IT	09	Europe/Rome	45.3982	8.9168	32784	126
Abbotsford	Abbotsford	CA	02	America/Vancouver	49.0580	-122.2526	141397	114
Abbottabad	Abbottabad	PK	03	Asia/Karachi	34.1463	73.2117	275890	1241
Abdu Rahiman Nagar	Abdu Rahiman Nagar	IN	13	Asia/Kolkata	11.0698	75.9388	41993	22
Abdulino	Abdulino	RU	55	Asia/Yekaterinburg	53.6858	53.6555	21195	189
Abejorral	Abejorral	CO	02	America/Bogota	5.7893	-75.4273	17599	2167
Abelardo Luz	Abelardo Luz	BR	26	America/Sao_Paulo	-26.5647	-52.3283	17392	760
Abengourou	Abengourou	CI	94	Africa/Abidjan	6.7297	-3.4964	130810	197
Abeokuta	Abeokuta	NG	16	Africa/Lagos	7.1557	3.3451	735000	64
Abepura	Abepura	ID	36	Asia/Jayapura	-2.5964	140.6324	62248	85
Aberdare	Aberdare	GB	WLS	Europe/London	51.7144	-3.4492	31135	135
Aberdeen	Aberdeen	GB	SCT	Europe/London	57.1437	-2.0981	198590	13
Aberdeen	Aberdeen	HK	HSO	Asia/Hong_Kong	22.2480	114.1529	157400	19
Aberdeen	Aberdeen	US	MD	America/New_York	39.5096	-76.1641	15580	25
Aberdeen	Aberdeen	US	SD	America/Chicago	45.4647	-98.4865	28102	397
Aberdeen	Aberdeen	US	WA	America/Los_Angeles	46.9754	-123.8157	16276	4
Aberystwyth	Aberystwyth	GB	WLS	Europe/London	52.4155	-4.0829	18749	10
Abha	Abha	SA	11	Asia/Riyadh	18.2164	42.5053	210886	2228
Abhar	Abhar	IR	36	Asia/Tehran	36.1468	49.2180	69889	1541
Abhayāpuri	Abhayapuri	IN	03	Asia/Kolkata	26.3225	90.6853	15847	44
Abidjan	Abidjan	CI	93	Africa/Abidjan	5.3544	-4.0017	6321017	50
Abiko	Abiko	JP	04	Asia/Tokyo	35.8667	140.0167	131771	10
Abilene	Abilene	US	TX	America/Chicago	32.4487	-99.7331	125182	525
Abim	Abim	UG	N	Africa/Kampala	2.7017	33.6761	24400	1468
Abingdon	Abingdon	GB	ENG	Europe/London	51.6711	-1.2828	38676	57
Abington	Abington	US	MA	America/New_York	42.1048	-70.9453	15985	38
Abington	Abington	US	PA	America/New_York	40.1207	-75.1179	55310	109
Abinsk	Abinsk	RU	38	Europe/Moscow	44.8706	38.1576	34668	33
Abnūb	Abnub	EG	17	Africa/Cairo	27.2688	31.1523	111785	55
Abobo	Abobo	CI	93	Africa/Abidjan	5.4161	-4.0159	1340083	105
Abohar	Abohar	IN	23	Asia/Kolkata	30.1445	74.1955	145302	187
Aboisso	Aboisso	CI	94	Africa/Abidjan	5.4678	-3.2071	59225	12
Aboisso Comoé	Aboisso Comoe	CI	94	Africa/Abidjan	5.7351	-3.4034	20659	134
Aboka	Aboka	CI	96	Africa/Abidjan	6.5387	-6.8159	15627	227
Abomey	Abomey	BJ	18	Africa/Porto-Novo	7.1829	1.9912	117824	228
Abomey-Calavi	Abomey-Calavi	BJ	09	Africa/Porto-Novo	6.4485	2.3557	385755	11
Abomsa	Abomsa	ET	46	Africa/Addis_Ababa	9.9833	39.9833	30400	1300
Abong Mbang	Abong Mbang	CM	04	Africa/Douala	3.9833	13.1833	24433	694
Abony	Abony	HU	16	Europe/Budapest	47.1899	20.0048	16342	91
Abou el Hassan	Abou el Hassan	DZ	41	Africa/Algiers	36.4166	1.1962	24022	189
Abovyan	Abovyan	AM	05	Asia/Yerevan	40.2717	44.6334	50556	1450
Abqaiq	Abqaiq	SA	06	Asia/Riyadh	25.9340	49.6688	29474	103
Abrama	Abrama	IN	09	Asia/Kolkata	20.8587	72.9065	21000	14
Abrantes	Abrantes	ES	29	Europe/Madrid	40.3790	-3.7262	31691	613
Abreu e Lima	Abreu e Lima	BR	30	America/Recife	-7.9117	-34.9028	104248	30
Abreus	Abreus	CU	08	America/Havana	22.2778	-80.5689	16711	29
Abrīsham	Abrisham	IR	28	Asia/Tehran	32.5561	51.5733	20000	1608
Abu Dhabi	Abu Dhabi	AE	01	Asia/Dubai	24.4512	54.3970	1807000	6
Abu Gharaq	Abu Gharaq	IQ	06	Asia/Baghdad	32.5271	44.3440	108212	32
Abu Jibeha	Abu Jibeha	SD	50	Africa/Khartoum	11.4562	31.2285	47188	573
Abu Suweir-el-Mahatta	Abu Suweir-el-Mahatta	EG	14	Africa/Cairo	30.5698	32.1146	32763	12
Abucay	Abucay	PH	03	Asia/Manila	14.7335	120.5336	35508	6
Abuja	Abuja	NG	11	Africa/Lagos	9.0579	7.4951	2690000	476
Abuko	Abuko	GM	05	Africa/Banjul	13.4042	-16.6558	18978	15
Aburi	Aburi	GH	05	Africa/Accra	5.8480	-0.1745	18399	447
Abuyog	Abuyog	PH	08	Asia/Manila	10.7470	125.0107	15632	6
Abyei	Abyei	SD	62	Africa/Khartoum	9.5953	28.4349	20000	403
Abéché	Abeche	TD	12	Africa/Ndjamena	13.8292	20.8324	139983	545
Abū Ghurayb	Abu Ghurayb	IQ	07	Asia/Baghdad	33.3056	44.1848	900000	42
Abū Hayl	Abu Hayl	AE	03	Asia/Dubai	25.2841	55.3315	18043	3
Abū Kabīr	Abu Kabir	EG	14	Africa/Cairo	30.7251	31.6715	154466	17
Abū Qurqāş	Abu Qurqas	EG	10	Africa/Cairo	27.9304	30.8383	90266	54
Abū Qīr	Abu Qir	EG	06	Africa/Cairo	31.3110	30.0612	37997	7
Abū Tīj	Abu Tij	EG	17	Africa/Cairo	27.0451	31.3184	105418	70
Abū Zabad	Abu Zabad	SD	62	Africa/Khartoum	12.3500	29.2500	23317	559
Abū al Maţāmīr	Abu al Matamir	EG	03	Africa/Cairo	30.9102	30.1744	66946	0
Abū al-Kahṣīb	Abu al-Kahsib	IQ	02	Asia/Baghdad	30.4431	47.8780	357771	10
Abū an Numrus	Abu an Numrus	EG	08	Africa/Cairo	29.9500	31.2000	86601	18
Abū Ţisht	Abu Tisht	EG	23	Africa/Cairo	26.1204	32.0954	18194	71
Abū Ḩammād	Abu Hammad	EG	14	Africa/Cairo	30.5377	31.6788	43001	19
Abū Ḩummuş	Abu Hummus	EG	03	Africa/Cairo	31.0931	30.3142	61388	4
Abū ‘Arīsh	Abu 'Arish	SA	17	Asia/Riyadh	16.9689	42.8325	69632	69
Acacias	Acacias	ES	29	Europe/Madrid	40.4011	-3.7073	36069	587
Acacías	Acacias	CO	19	America/Bogota	3.9870	-73.7580	40627	530
Acajete	Acajete	MX	21	America/Mexico_City	19.1115	-97.9523	20923	2468
Acajutiba	Acajutiba	BR	05	America/Bahia	-11.6622	-38.0172	15187	183
Acajutla	Acajutla	SV	13	America/El_Salvador	13.5928	-89.8275	22763	26
Acaponeta	Acaponeta	MX	18	America/Mazatlan	22.4905	-105.3607	19140	39
Acapulco de Juárez	Acapulco de Juarez	MX	12	America/Mexico_City	16.8494	-99.9089	658609	16
Acaraú	Acarau	BR	06	America/Fortaleza	-2.8856	-40.1200	63104	17
Acarigua	Acarigua	VE	18	America/Caracas	9.5545	-69.1956	188278	189
Acará	Acara	BR	16	America/Belem	-1.9608	-48.1967	59023	6
Acatlán de Osorio	Acatlan de Osorio	MX	21	America/Mexico_City	18.2025	-98.0486	19341	1185
Acatzingo	Acatzingo	MX	21	America/Mexico_City	18.9820	-97.7836	25811	2148
Acayucan	Acayucan	MX	30	America/Mexico_City	17.9498	-94.9139	50934	102
Accra	Accra	GH	01	Africa/Accra	5.5560	-0.1969	1963264	33
Accrington	Accrington	GB	ENG	Europe/London	53.7538	-2.3586	34897	148
Acerra	Acerra	IT	04	Europe/Rome	40.9448	14.3714	59910	30
Achaguas	Achaguas	VE	03	America/Caracas	7.7792	-68.2237	45311	62
Achalpur	Achalpur	IN	16	Asia/Kolkata	21.2567	77.5101	112311	376
Achampet	Achampet	IN	40	Asia/Kolkata	16.3982	78.6376	20721	468
Acharnés	Acharnes	GR	ESYE31	Europe/Athens	38.0833	23.7333	99346	171
Acheng	Acheng	CN	08	Asia/Shanghai	45.5456	126.9519	144665	149
Achern	Achern	DE	01	Europe/Berlin	48.6311	8.0761	26733	145
Achhnera	Achhnera	IN	36	Asia/Kolkata	27.1783	77.7567	20532	176
Achhībal	Achhibal	IN	12	Asia/Kolkata	33.6841	75.2184	17556	1663
Achim	Achim	DE	06	Europe/Berlin	53.0142	9.0263	32870	14
Achinsk	Achinsk	RU	91	Asia/Krasnoyarsk	56.2679	90.5015	117634	196
Achkhoy-Martan	Achkhoy-Martan	RU	12	Europe/Moscow	43.1922	45.2835	16779	248
Achocalla	Achocalla	BO	04	America/La_Paz	-16.5739	-68.1511	19583	3664
Achères	Acheres	FR	11	Europe/Paris	48.9612	2.0688	21660	29
Aci Castello	Aci Castello	IT	15	Europe/Rome	37.5556	15.1454	17588	33
Aci Catena	Aci Catena	IT	15	Europe/Rome	37.6061	15.1417	24663	203
Acilia-Castel Fusano-Ostia Antica	Acilia-Castel Fusano-Ostia Antica	IT	07	Europe/Rome	41.7634	12.3308	129362	5
Acireale	Acireale	IT	15	Europe/Rome	37.6089	15.1658	49477	155
Acocks Green	Acocks Green	GB	ENG	Europe/London	52.4500	-1.8167	26635	125
Acopiara	Acopiara	BR	06	America/Fortaleza	-6.0953	-39.4525	54481	319
Acornhoek	Acornhoek	ZA	09	Africa/Johannesburg	-24.5878	31.0947	33529	645
Acquaviva delle Fonti	Acquaviva delle Fonti	IT	13	Europe/Rome	40.8970	16.8433	20536	301
Acqui Terme	Acqui Terme	IT	12	Europe/Rome	44.6755	8.4693	17828	161
Acre	Acre	IL	03	Asia/Jerusalem	32.9281	35.0765	51420	8
Acreúna	Acreuna	BR	29	America/Sao_Paulo	-17.3956	-50.3769	22079	542
Acton	Acton	GB	ENG	Europe/London	51.5090	-0.2762	62480	30
Acton	Acton	US	MA	America/New_York	42.4851	-71.4328	20897	86
Actopan	Actopan	MX	13	America/Mexico_City	20.2690	-98.9422	32276	1998
Acworth	Acworth	US	GA	America/New_York	34.0663	-84.6784	22131	277
Acámbaro	Acambaro	MX	11	America/Mexico_City	20.0325	-100.7243	57972	1875
Ad Darbāsīyah	Ad Darbasiyah	SY	01	Asia/Damascus	37.0728	40.6520	21481	484
Ad Darwa	Ad Darwa	MA	06	Africa/Casablanca	33.3749	-7.5356	52108	200
Ad Dasmah	Ad Dasmah	KW	02	Asia/Kuwait	29.3650	48.0014	17585	9
Ad Dawādimī	Ad Dawadimi	SA	10	Asia/Riyadh	24.5077	44.3924	86861	975
Ad Dilam	Ad Dilam	SA	10	Asia/Riyadh	23.9910	47.1618	35371	453
Ad Dilinjāt	Ad Dilinjat	EG	03	Africa/Cairo	30.8280	30.5355	68901	6
Ad Dindar	Ad Dindar	SD	58	Africa/Khartoum	13.2000	34.1667	15144	437
Ad Dir‘īyah	Ad Dir'iyah	SA	10	Asia/Riyadh	24.7519	46.5387	61609	694
Ad Douiem	Ad Douiem	SD	41	Africa/Khartoum	14.0012	32.3116	87068	385
Ad Dujayl	Ad Dujayl	IQ	18	Asia/Baghdad	33.8467	44.2344	26362	46
Ad Dānā	Ad Dana	SY	12	Asia/Damascus	36.2125	36.7700	21987	400
Ad-Damazin	Ad-Damazin	SD	42	Africa/Khartoum	11.7891	34.3592	186051	485
Ad-Damir	Ad-Damir	SD	53	Africa/Khartoum	17.5990	33.9721	103941	354
Ad-Dindar	Ad-Dindar	SD	58	Africa/Khartoum	13.3340	34.0927	25567	395
Ada	Ada	US	OK	America/Chicago	34.7745	-96.6783	17303	314
Adachi	Adachi	JP	40	Asia/Tokyo	35.7632	139.8076	695043	5
Adam	Adam	OM	01	Asia/Muscat	22.3793	57.5272	17283	284
Adamantina	Adamantina	BR	27	America/Sao_Paulo	-21.6853	-51.0725	35642	468
Adampur	Adampur	IN	10	Asia/Kolkata	29.2803	75.4682	25531	207
Adampur	Adampur	IN	23	Asia/Kolkata	31.4322	75.7148	20922	248
Adams Morgan	Adams Morgan	US	DC	America/New_York	38.9215	-77.0422	15830	55
Adamstown	Adamstown	PN		Pacific/Pitcairn	-25.0660	-130.1015	46	67
Adana	Adana	TR	81	Europe/Istanbul	36.9862	35.3253	1816750	30
Adapazarı	Adapazari	TR	54	Europe/Istanbul	40.7806	30.4033	286787	34
Addanki	Addanki	IN	02	Asia/Kolkata	15.8106	79.9734	28547	41
Addis Ababa	Addis Ababa	ET	44	Africa/Addis_Ababa	9.0250	38.7469	3860000	2405
Addison	Addison	US	IL	America/Chicago	41.9317	-87.9890	37208	212
Addison	Addison	US	TX	America/Chicago	32.9618	-96.8292	15518	196
Adebaye	Adebaye	ET	53	Africa/Addis_Ababa	14.2023	36.7595	21800	649
Adeje	Adeje	ES	53	Atlantic/Canary	28.1227	-16.7260	43204	284
Adelaide	Adelaide	AU	05	Australia/Adelaide	-34.9287	138.5986	1469163	59
Adelaide Hills	Adelaide Hills	AU	05	Australia/Adelaide	-34.9112	138.7073	72260	426
Adelaide city centre	Adelaide city centre	AU	05	Australia/Adelaide	-34.9287	138.6033	19820	58
Adelanto	Adelanto	US	CA	America/Los_Angeles	34.5828	-117.4092	33166	881
Adelfas	Adelfas	ES	29	Europe/Madrid	40.4011	-3.6710	18832	616
Adelfia	Adelfia	IT	13	Europe/Rome	41.0033	16.8721	16756	151
Adelphi	Adelphi	US	MD	America/New_York	39.0032	-76.9719	15086	56
Aden	Aden	YE	02	Asia/Aden	12.7796	45.0385	1079670	7
Adenta	Adenta	GH	01	Africa/Accra	5.7142	-0.1542	50652	58
Adh Dhayd	Adh Dhayd	AE	06	Asia/Dubai	25.2881	55.8816	20165	114
Adiaké	Adiake	CI	94	Africa/Abidjan	5.2863	-3.3040	24701	40
Adichānallūr	Adichanallur	IN	13	Asia/Kolkata	8.8805	76.7156	27240	23
Adilcevaz	Adilcevaz	TR	13	Europe/Istanbul	38.7991	42.7316	52781	1652
Adirampattinam	Adirampattinam	IN	25	Asia/Kolkata	10.3406	79.3791	31066	12
Adiwerna	Adiwerna	ID	07	Asia/Jakarta	-6.9375	109.1325	134188	23
Adiyanuthu	Adiyanuthu	IN	25	Asia/Kolkata	10.3308	77.9812	17851	292
Adjaouèrè	Adjaouere	BJ	17	Africa/Porto-Novo	7.0023	2.6059	21968	81
Adjarra	Adjarra	BJ	16	Africa/Porto-Novo	6.5344	2.6683	24132	24
Adjud	Adjud	RO	40	Europe/Bucharest	46.0991	27.1814	15178	103
Adjumani	Adjumani	UG	N	Africa/Kampala	3.3779	31.7909	37100	816
Adler	Adler	RU	38	Europe/Moscow	43.4290	39.9239	70200	7
Adlershof	Adlershof	DE	16	Europe/Berlin	52.4355	13.5482	20210	37
Adliswil	Adliswil	CH	ZH	Europe/Zurich	47.3100	8.5246	15230	450
Admiralteisky	Admiralteisky	RU	66	Europe/Moscow	59.9230	30.3000	157897	8
Ado-Ekiti	Ado-Ekiti	NG	54	Africa/Lagos	7.6233	5.2209	435000	439
Ado-Odo	Ado-Odo	NG	16	Africa/Lagos	6.5955	2.9418	15442	25
Adoni	Adoni	IN	02	Asia/Kolkata	15.6279	77.2750	184625	432
Adra	Adra	ES	51	Europe/Madrid	36.7483	-3.0208	24373	12
Adra	Adra	IN	28	Asia/Kolkata	23.4967	86.6836	22159	191
Adrano	Adrano	IT	15	Europe/Rome	37.6636	14.8328	34446	562
Adrar	Adrar	DZ	34	Africa/Algiers	27.8743	-0.2939	68276	257
Adrian	Adrian	US	MI	America/Detroit	41.8976	-84.0372	20691	238
Adriano	Adriano	IT	09	Europe/Rome	45.5134	9.2487	17508	130
Adrogué	Adrogue	AR	01	America/Argentina/Buenos_Aires	-34.8004	-58.3838	28265	28
Adré	Adre	TD	12	Africa/Ndjamena	13.4665	22.1988	21950	797
Adustina	Adustina	BR	05	America/Bahia	-10.5333	-38.1000	17126	286
Adwa	Adwa	ET	53	Africa/Addis_Ababa	14.1635	38.8992	85600	1895
Adwick le Street	Adwick le Street	GB	ENG	Europe/London	53.5708	-1.1845	19481	12
Adzopé	Adzope	CI	82	Africa/Abidjan	6.1069	-3.8619	76122	109
Adıyaman	Adiyaman	TR	02	Europe/Istanbul	37.7644	38.2763	290883	678
Adūr	Adur	IN	13	Asia/Kolkata	9.1560	76.7319	29652	43
Affery	Affery	CI	82	Africa/Abidjan	6.3204	-3.9524	47109	106
Affton	Affton	US	MO	America/Chicago	38.5506	-90.3332	20307	188
Afgooye	Afgooye	SO	14	Africa/Mogadishu	2.1381	45.1212	65461	87
Afif	Afif	SA	10	Asia/Riyadh	23.9065	42.9172	45525	1045
Afikpo	Afikpo	NG	53	Africa/Lagos	5.8926	7.9353	71866	92
Afipskiy	Afipskiy	RU	38	Europe/Moscow	44.9001	38.8426	18209	22
Aflao	Aflao	GH	08	Africa/Accra	6.1198	1.1901	66546	9
Aflou	Aflou	DZ	25	Africa/Algiers	34.1128	2.1023	93585	1392
Afogados da Ingazeira	Afogados da Ingazeira	BR	30	America/Recife	-7.7508	-37.6392	42407	516
Afonso Cláudio	Afonso Claudio	BR	08	America/Sao_Paulo	-20.0742	-41.1239	30684	368
Afragola	Afragola	IT	04	Europe/Rome	40.9230	14.3094	64470	45
Afrânio	Afranio	BR	30	America/Recife	-8.5150	-41.0050	19409	524
Afula	Afula	IL	03	Asia/Jerusalem	32.6091	35.2892	44930	62
Afurada de Baixo	Afurada de Baixo	PT	17	Europe/Lisbon	41.1439	-8.6464	34332	2
Afuá	Afua	BR	16	America/Belem	-0.1567	-50.3867	39567	1
Afyonkarahisar	Afyonkarahisar	TR	03	Europe/Istanbul	38.7567	30.5433	251799	1019
Afzalgarh	Afzalgarh	IN	36	Asia/Kolkata	29.3937	78.6739	27753	234
Afzalpur	Afzalpur	IN	19	Asia/Kolkata	17.1999	76.3602	27088	422
Afşin	Afsin	TR	46	Europe/Istanbul	38.2477	36.9140	39613	1222
Af’abet	Af'abet	ER	02	Africa/Asmara	16.1883	38.6873	35673	977
Aga	Aga	EG	01	Africa/Cairo	30.9416	31.2904	47013	12
Agadez	Agadez	NE	01	Africa/Niamey	16.9733	7.9911	149549	505
Agadir	Agadir	MA	09	Africa/Casablanca	30.4202	-9.5982	698310	31
Agano	Agano	JP	29	Asia/Tokyo	37.8361	139.2233	40696	7
Agar	Agar	IN	35	Asia/Kolkata	23.7118	76.0157	37917	519
Agaram	Agaram	IN	25	Asia/Kolkata	10.4433	77.9485	15610	234
Agartala	Agartala	IN	26	Asia/Kolkata	23.8361	91.2794	400004	15
Agats	Agats	ID	PS	Asia/Jayapura	-5.5450	138.1352	23869	4
Agawam	Agawam	US	MA	America/New_York	42.0695	-72.6148	28761	28
Agbor	Agbor	NG	36	Africa/Lagos	6.2538	6.1942	67610	130
Agboville	Agboville	CI	82	Africa/Abidjan	5.9280	-4.2132	81770	35
Agde	Agde	FR	76	Europe/Paris	43.3108	3.4758	23001	16
Agege	Agege	NG	05	Africa/Lagos	6.6156	3.3334	683600	42
Agen	Agen	FR	75	Europe/Paris	44.2020	0.6206	34367	57
Ageo	Ageo	JP	34	Asia/Tokyo	35.9714	139.6138	226940	17
Aghajari	Aghajari	IR	15	Asia/Tehran	30.7006	49.8315	21785	151
Aghdam	Aghdam	AZ	03	Asia/Baku	39.9910	46.9274	37700	374
Aghjabadi	Aghjabadi	AZ	02	Asia/Baku	40.0502	47.4594	41200	15
Aghsu	Aghsu	AZ	06	Asia/Baku	40.5703	48.4009	22300	179
Agidel’	Agidel'	RU	08	Asia/Yekaterinburg	55.9087	53.9344	19217	81
Agincourt North	Agincourt North	CA	08	America/Toronto	43.8042	-79.2753	29113	189
Agincourt South-Malvern West	Agincourt South-Malvern West	CA	08	America/Toronto	43.7887	-79.2656	23757	168
Aginskoye	Aginskoye	RU	93	Asia/Chita	51.1075	114.5417	17496	675
Agios Dimitrios	Agios Dimitrios	GR	ESYE31	Europe/Athens	37.9333	23.7333	71294	73
Agios Ioannis Rentis	Agios Ioannis Rentis	GR	ESYE31	Europe/Athens	37.9649	23.6651	15411	13
Aglantziá	Aglantzia	CY	04	Asia/Nicosia	35.1542	33.3964	21543	144
Aglipay	Aglipay	PH	02	Asia/Manila	16.4889	121.6450	30714	114
Agnibilékrou	Agnibilekrou	CI	94	Africa/Abidjan	7.1311	-3.2041	63015	236
Agogo	Agogo	GH	02	Africa/Accra	6.8000	-1.0819	46089	418
Agoo	Agoo	PH	01	Asia/Manila	16.0833	120.1000	28972	28
Agoura	Agoura	US	CA	America/Los_Angeles	34.1431	-118.7379	20537	283
Agoura Hills	Agoura Hills	US	CA	America/Los_Angeles	34.1364	-118.7745	20915	504
Agouraï	Agourai	MA	03	Africa/Casablanca	33.6300	-5.5800	18182	949
Agra	Agra	IN	36	Asia/Kolkata	27.1833	78.0167	1430055	166
Agrestina	Agrestina	BR	30	America/Recife	-8.4581	-35.9447	24615	432
Agrigento	Agrigento	IT	15	Europe/Rome	37.3107	13.5766	32514	261
Agropoli	Agropoli	IT	04	Europe/Rome	40.3492	14.9907	17335	21
Agryz	Agryz	RU	73	Europe/Moscow	56.5234	52.9943	18601	101
Agrínio	Agrinio	GR	ESYE23	Europe/Athens	38.6214	21.4078	46899	66
Agua Caliente	Agua Caliente	US	CA	America/Los_Angeles	38.3241	-122.4880	27090	47
Agua Dulce	Agua Dulce	MX	30	America/Mexico_City	18.1391	-94.1453	36079	21
Agua Prieta	Agua Prieta	MX	26	America/Hermosillo	31.3224	-109.5425	77254	1209
Agua Rasa	Agua Rasa	BR	27	America/Sao_Paulo	-23.5668	-46.5719	85788	777
Aguachica	Aguachica	CO	10	America/Bogota	8.3084	-73.6166	97525	164
Aguada de Pasajeros	Aguada de Pasajeros	CU	08	America/Havana	22.3852	-80.8479	23606	28
Aguadas	Aguadas	CO	37	America/Bogota	5.6116	-75.4562	20712	2146
Aguadilla	Aguadilla	PR	005	America/Puerto_Rico	18.4275	-67.1541	16073	7
Aguascalientes	Aguascalientes	MX	01	America/Mexico_City	21.8826	-102.2843	722250	1885
Aguaytía	Aguaytia	PE	25	America/Lima	-9.0378	-75.5091	18318	278
Aguazul	Aguazul	CO	32	America/Bogota	5.1728	-72.5471	15669	276
Aguaí	Aguai	BR	27	America/Sao_Paulo	-22.0594	-46.9786	32888	665
Agudo	Agudo	BR	23	America/Sao_Paulo	-29.6453	-53.2400	16041	73
Agudos	Agudos	BR	27	America/Sao_Paulo	-22.4692	-48.9875	37680	587
Aguelmous	Aguelmous	MA	05	Africa/Casablanca	33.1614	-5.8463	15480	1187
Agui	Agui	JP	01	Asia/Tokyo	34.9350	136.9130	28383	23
Aguilares	Aguilares	AR	24	America/Argentina/Tucuman	-27.4315	-65.6146	32494	341
Aguilares	Aguilares	SV	10	America/El_Salvador	13.9572	-89.1897	21445	304
Aguié	Aguie	NE	04	Africa/Niamey	13.5060	7.7786	23545	424
Agulu	Agulu	NG	25	Africa/Lagos	6.1005	7.0610	79021	201
Agustín Codazzi	Agustin Codazzi	CO	10	America/Bogota	10.0367	-73.2356	51478	136
Agía Paraskeví	Agia Paraskevi	GR	ESYE31	Europe/Athens	38.0167	23.8333	59704	216
Agía Varvára	Agia Varvara	GR	ESYE31	Europe/Athens	37.9894	23.6601	26550	58
Agüimes	Aguimes	ES	53	Atlantic/Canary	27.9054	-15.4461	28924	287
Ah Lel	Ah Lel	MM	17	Asia/Yangon	16.9224	96.0634	23214	4
Ahar	Ahar	IR	33	Asia/Tehran	38.4774	47.0699	100641	1336
Ahaus	Ahaus	DE	07	Europe/Berlin	52.0794	7.0134	38165	50
Ahfir	Ahfir	MA	02	Africa/Casablanca	34.9537	-2.1003	21435	252
Ahigbé Koffikro	Ahigbe Koffikro	CI	94	Africa/Abidjan	5.4075	-3.3802	19351	68
Ahilyanagar	Ahilyanagar	IN	16	Asia/Kolkata	19.0946	74.7384	367140	661
Ahlat	Ahlat	TR	13	Europe/Istanbul	38.7489	42.4801	64695	1708
Ahlen	Ahlen	DE	07	Europe/Berlin	51.7634	7.8887	55280	82
Ahlone	Ahlone	MM	17	Asia/Yangon	16.7890	96.1265	41200	12
Ahmadpur	Ahmadpur	IN	16	Asia/Kolkata	18.7062	76.9373	43936	526
